# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_rats_kitchen_v1_sgedit_gmod
# Exported by: Werewolf12 #FixTF2
setting:	replacespawns 0
weapon_ttt_confgrenade	-1692.166382 -287.923218 1350.184326	-37.101 -55.374 -92.121
weapon_ttt_confgrenade	-1900.490112 -385.676300 1350.063599	-35.258 -57.213 -89.273
weapon_ttt_confgrenade	-2382.785156 -448.381134 2134.141113	-36.448 -56.047 -91.087
weapon_ttt_confgrenade	-2295.464600 -444.288422 2134.162354	-36.767 -55.719 -91.589
weapon_ttt_confgrenade	-2385.064941 -1122.214355 2294.146973	-36.539 -55.951 -91.225
weapon_ttt_confgrenade	-2319.048584 -1121.560181 2294.138916	-36.416 -56.074 -91.035
weapon_ttt_confgrenade	-2277.499023 -672.820190 1766.194214	-37.257 -55.189 -92.376
weapon_ttt_confgrenade	-2212.704834 -781.776855 1766.106567	-35.922 -56.542 -90.269
weapon_ttt_confgrenade	-2152.458252 -852.737061 1766.096069	-35.756 -56.700 -90.018
weapon_ttt_confgrenade	-2229.720215 -1239.817993 1766.144653	15.640 -43.152 -90.062
weapon_ttt_confgrenade	-1609.182495 -1570.035645 1350.082397	-35.553 -56.868 -89.706
weapon_ttt_confgrenade	-1466.706787 -1004.021484 1718.220337	-86.210 61.097 147.009
weapon_ttt_confgrenade	-2268.072510 -671.568542 2294.130127	-36.280 -56.210 -90.823
weapon_ttt_confgrenade	-364.035583 -154.355133 2278.174072	-37.010 -63.955 -91.891
item_ammo_revolver_ttt	-196.672150 -803.056885 2292.349854	0.453 0.061 0.048
item_ammo_revolver_ttt	-204.327881 -800.483215 2292.374268	0.413 1.172 0.078
item_ammo_revolver_ttt	-215.468033 -803.595337 2297.652588	-43.223 -170.526 -180.000
item_ammo_revolver_ttt	-2336.950195 -496.546936 2132.336426	0.451 0.063 0.054
item_ammo_revolver_ttt	-2345.158936 -493.311279 2132.356934	0.455 0.058 0.046
item_ammo_revolver_ttt	-2232.575684 -1249.790649 1764.338379	0.451 0.033 0.053
item_ammo_revolver_ttt	-2239.825439 -1250.247803 1764.369751	0.458 0.056 0.040
item_ammo_revolver_ttt	-2247.309082 -1250.482422 1764.404419	0.465 0.054 0.026
item_ammo_revolver_ttt	-2547.513916 -1593.696289 1756.316772	0.448 0.008 0.060
item_ammo_revolver_ttt	-2548.305908 -1581.296387 1756.346069	0.453 0.036 0.049
item_ammo_revolver_ttt	-2218.667969 -1151.976196 1468.334351	0.451 0.026 0.054
item_ammo_revolver_ttt	-2218.136963 -1141.127563 1468.372192	0.638 0.203 -0.004
item_ammo_revolver_ttt	-2263.477783 -1262.150146 1628.441406	0.472 0.053 0.011
item_ammo_revolver_ttt	-2256.651855 -1259.730957 1628.332275	0.450 0.064 0.055
item_ammo_revolver_ttt	-2462.129883 -398.400482 1380.337646	0.903 0.309 0.002
item_ammo_revolver_ttt	-2451.235596 -399.083313 1380.353516	0.454 0.059 0.047
item_ammo_revolver_ttt	-989.902466 -69.795357 2154.411377	0.444 -1.119 -0.139
item_ammo_revolver_ttt	-981.842346 -64.975548 2157.325684	89.251 24.016 -0.008
item_ammo_revolver_ttt	-286.879211 -228.131958 1732.314575	0.446 0.008 0.062
item_ammo_revolver_ttt	-276.718994 -229.395294 1732.391357	0.480 -1.590 -0.230
item_ammo_revolver_ttt	-271.651642 -223.929672 1734.756470	54.228 0.172 0.321
item_ammo_revolver_ttt	-242.767715 -810.789856 2116.371338	0.458 0.045 0.040
item_ammo_revolver_ttt	-234.689774 -810.129089 2116.372803	0.458 0.056 0.039
item_ammo_revolver_ttt	-227.294479 -808.910461 2116.387695	0.461 0.055 0.033
item_ammo_revolver_ttt	-2088.836914 -301.538574 1348.332275	0.450 0.034 0.055
item_ammo_revolver_ttt	-2071.373291 -304.653107 1348.415161	0.989 1.360 -0.239
item_ammo_revolver_ttt	-1075.629395 -172.809448 1428.466553	0.785 -4.491 0.233
item_ammo_revolver_ttt	-1091.380493 -183.646942 1428.407104	0.502 0.000 -0.003
item_ammo_revolver_ttt	-471.998962 -187.848175 1444.445801	0.750 -0.314 -0.534
item_ammo_revolver_ttt	-481.438141 -184.695190 1444.390015	0.462 0.054 0.032
item_ammo_revolver_ttt	-1115.085327 -622.323364 1348.403687	0.504 0.281 0.027
item_ammo_revolver_ttt	-1126.127686 -621.080750 1353.639038	-44.116 177.383 -179.999
item_ammo_revolver_ttt	-1478.478394 -386.517822 1348.365234	0.457 0.057 0.042
item_ammo_revolver_ttt	-1466.991577 -386.919159 1348.366821	0.457 0.057 0.041
item_ammo_revolver_ttt	-592.192993 -336.526398 1348.433960	-0.025 -0.034 0.132
item_ammo_revolver_ttt	-603.658569 -338.672913 1353.639160	-44.116 -172.482 179.999
item_ammo_revolver_ttt	-1579.212280 -1581.067505 1348.453857	0.154 -0.633 0.000
item_ammo_revolver_ttt	-1589.730347 -1577.636108 1353.657837	-42.876 169.985 -180.000
item_ammo_revolver_ttt	-238.679764 -1516.756836 2560.375977	0.335 0.581 -0.180
item_ammo_revolver_ttt	-244.939117 -1508.728882 2560.433838	0.478 -11.657 0.443
item_ammo_revolver_ttt	-1338.103760 -182.416260 1348.395020	0.491 0.018 -0.002
item_ammo_revolver_ttt	-1352.125122 -187.428787 1348.390381	0.499 0.078 0.032
item_ammo_revolver_ttt	-1358.319580 -183.665009 1348.358032	0.706 -0.144 0.013
weapon_zm_shotgun	-2498.699951 -1243.260010 1767.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2012.719971 -1167.329956 1608.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2421.000000 -266.359009 1651.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2473.280029 -308.821014 1383.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2285.889893 -1241.449951 1631.209961	0.000 0.000 85.000
weapon_zm_shotgun	-300.044006 -205.598007 1735.209961	0.000 0.000 85.000
weapon_zm_shotgun	-872.872986 -35.489700 1431.209961	0.000 0.000 85.000
weapon_zm_shotgun	-170.477005 -1088.260010 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-234.080994 -1461.540039 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-297.424988 -1531.319946 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-155.132004 -144.751999 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-586.036987 -345.595001 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1355.500000 -217.559006 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1199.530029 -1262.199951 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1425.560059 -622.171021 1351.410034	0.000 0.000 85.000
weapon_zm_shotgun	-2498.699951 -1243.260010 1767.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2012.719971 -1167.329956 1608.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2421.000000 -266.359009 1651.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2473.280029 -308.821014 1383.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2285.889893 -1241.449951 1631.209961	0.000 0.000 85.000
weapon_zm_shotgun	-300.044006 -205.598007 1735.209961	0.000 0.000 85.000
weapon_zm_shotgun	-872.872986 -35.489700 1431.209961	0.000 0.000 85.000
weapon_zm_shotgun	-170.477005 -1088.260010 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-234.080994 -1461.540039 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-297.424988 -1531.319946 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-155.132004 -144.751999 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-586.036987 -345.595001 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1355.500000 -217.559006 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1199.530029 -1262.199951 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1425.560059 -622.171021 1351.410034	0.000 0.000 85.000
weapon_zm_shotgun	-2498.699951 -1243.260010 1767.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2012.719971 -1167.329956 1608.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2421.000000 -266.359009 1651.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2473.280029 -308.821014 1383.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2285.889893 -1241.449951 1631.209961	0.000 0.000 85.000
weapon_zm_shotgun	-300.044006 -205.598007 1735.209961	0.000 0.000 85.000
weapon_zm_shotgun	-872.872986 -35.489700 1431.209961	0.000 0.000 85.000
weapon_zm_shotgun	-170.477005 -1088.260010 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-234.080994 -1461.540039 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-297.424988 -1531.319946 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-155.132004 -144.751999 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-586.036987 -345.595001 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1355.500000 -217.559006 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1199.530029 -1262.199951 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1425.560059 -622.171021 1351.410034	0.000 0.000 85.000
weapon_zm_shotgun	-2498.699951 -1243.260010 1767.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2012.719971 -1167.329956 1608.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2421.000000 -266.359009 1651.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2473.280029 -308.821014 1383.209961	0.000 0.000 85.000
weapon_zm_shotgun	-2285.889893 -1241.449951 1631.209961	0.000 0.000 85.000
weapon_zm_shotgun	-300.044006 -205.598007 1735.209961	0.000 0.000 85.000
weapon_zm_shotgun	-872.872986 -35.489700 1431.209961	0.000 0.000 85.000
weapon_zm_shotgun	-170.477005 -1088.260010 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-234.080994 -1461.540039 1975.209961	0.000 0.000 85.000
weapon_zm_shotgun	-297.424988 -1531.319946 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-155.132004 -144.751999 1559.209961	0.000 0.000 85.000
weapon_zm_shotgun	-586.036987 -345.595001 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1355.500000 -217.559006 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1199.530029 -1262.199951 1351.209961	0.000 0.000 85.000
weapon_zm_shotgun	-1425.560059 -622.171021 1351.410034	0.000 0.000 85.000
weapon_zm_sledge	-2496.610107 -1249.510010 2163.209961	0.000 0.000 85.000
weapon_zm_sledge	-2464.000000 -375.000000 1383.209961	0.000 0.000 85.000
weapon_zm_sledge	-574.583008 -248.067993 1735.209961	0.000 0.000 85.000
weapon_zm_sledge	-411.846008 -730.755981 1711.209961	0.000 0.000 85.000
weapon_zm_sledge	-401.216003 -1235.290039 1375.209961	0.000 0.000 85.000
weapon_zm_sledge	-1266.310059 -1283.420044 1547.209961	0.000 0.000 85.000
weapon_zm_sledge	-2078.989990 -310.239014 1351.209961	0.000 0.000 85.000
weapon_zm_sledge	-174.330994 -11.568500 1447.410034	0.000 0.000 85.000
weapon_zm_sledge	-2496.610107 -1249.510010 2163.209961	0.000 0.000 85.000
weapon_zm_sledge	-2464.000000 -375.000000 1383.209961	0.000 0.000 85.000
weapon_zm_sledge	-574.583008 -248.067993 1735.209961	0.000 0.000 85.000
weapon_zm_sledge	-411.846008 -730.755981 1711.209961	0.000 0.000 85.000
weapon_zm_sledge	-401.216003 -1235.290039 1375.209961	0.000 0.000 85.000
weapon_zm_sledge	-1266.310059 -1283.420044 1547.209961	0.000 0.000 85.000
weapon_zm_sledge	-2078.989990 -310.239014 1351.209961	0.000 0.000 85.000
weapon_zm_sledge	-174.330994 -11.568500 1447.410034	0.000 0.000 85.000
weapon_zm_sledge	-2496.610107 -1249.510010 2163.209961	0.000 0.000 85.000
weapon_zm_sledge	-2464.000000 -375.000000 1383.209961	0.000 0.000 85.000
weapon_zm_sledge	-574.583008 -248.067993 1735.209961	0.000 0.000 85.000
weapon_zm_sledge	-411.846008 -730.755981 1711.209961	0.000 0.000 85.000
weapon_zm_sledge	-401.216003 -1235.290039 1375.209961	0.000 0.000 85.000
weapon_zm_sledge	-1266.310059 -1283.420044 1547.209961	0.000 0.000 85.000
weapon_zm_sledge	-2078.989990 -310.239014 1351.209961	0.000 0.000 85.000
weapon_zm_sledge	-174.330994 -11.568500 1447.410034	0.000 0.000 85.000
weapon_zm_sledge	-2496.610107 -1249.510010 2163.209961	0.000 0.000 85.000
weapon_zm_sledge	-2464.000000 -375.000000 1383.209961	0.000 0.000 85.000
weapon_zm_sledge	-574.583008 -248.067993 1735.209961	0.000 0.000 85.000
weapon_zm_sledge	-411.846008 -730.755981 1711.209961	0.000 0.000 85.000
weapon_zm_sledge	-401.216003 -1235.290039 1375.209961	0.000 0.000 85.000
weapon_zm_sledge	-1266.310059 -1283.420044 1547.209961	0.000 0.000 85.000
weapon_zm_sledge	-2078.989990 -310.239014 1351.209961	0.000 0.000 85.000
weapon_zm_sledge	-174.330994 -11.568500 1447.410034	0.000 0.000 85.000
weapon_zm_revolver	-2554.000000 -1603.000000 1759.209961	0.000 0.000 85.000
weapon_zm_revolver	-2406.219971 -506.735992 2135.209961	0.000 0.000 85.000
weapon_zm_revolver	-2430.510010 -416.692993 2035.209961	0.000 0.000 85.000
weapon_zm_revolver	-2465.000000 -385.000000 1383.209961	0.000 0.000 85.000
weapon_zm_revolver	-2286.669922 -1250.790039 1631.209961	0.000 0.000 85.000
weapon_zm_revolver	-2269.250000 -1136.329956 1471.209961	0.000 0.000 85.000
weapon_zm_revolver	-1005.859985 -66.956299 2157.209961	0.000 0.000 85.000
weapon_zm_revolver	-306.070007 -219.505005 1735.209961	0.000 0.000 85.000
weapon_zm_revolver	-1027.339966 -177.975006 1431.209961	0.000 0.000 85.000
weapon_zm_revolver	-260.795013 -810.992004 2119.209961	0.000 0.000 85.000
weapon_zm_revolver	-216.274002 -808.630981 2295.209961	0.000 0.000 85.000
weapon_zm_revolver	-469.005005 -175.167007 1447.209961	0.000 0.000 85.000
weapon_zm_revolver	-586.343994 -331.583008 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1354.079956 -202.181000 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1120.290039 -603.226990 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1476.189941 -412.714996 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2080.120117 -327.048004 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1573.359985 -1574.880005 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2258.639893 -1258.699951 1767.410034	0.000 0.000 85.000
weapon_zm_revolver	-2506.870117 -1584.089966 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-228.253006 -1520.270020 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-120.564003 21.042400 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-2554.000000 -1603.000000 1759.209961	0.000 0.000 85.000
weapon_zm_revolver	-2406.219971 -506.735992 2135.209961	0.000 0.000 85.000
weapon_zm_revolver	-2430.510010 -416.692993 2035.209961	0.000 0.000 85.000
weapon_zm_revolver	-2465.000000 -385.000000 1383.209961	0.000 0.000 85.000
weapon_zm_revolver	-2286.669922 -1250.790039 1631.209961	0.000 0.000 85.000
weapon_zm_revolver	-2269.250000 -1136.329956 1471.209961	0.000 0.000 85.000
weapon_zm_revolver	-1005.859985 -66.956299 2157.209961	0.000 0.000 85.000
weapon_zm_revolver	-306.070007 -219.505005 1735.209961	0.000 0.000 85.000
weapon_zm_revolver	-1027.339966 -177.975006 1431.209961	0.000 0.000 85.000
weapon_zm_revolver	-260.795013 -810.992004 2119.209961	0.000 0.000 85.000
weapon_zm_revolver	-216.274002 -808.630981 2295.209961	0.000 0.000 85.000
weapon_zm_revolver	-469.005005 -175.167007 1447.209961	0.000 0.000 85.000
weapon_zm_revolver	-586.343994 -331.583008 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1354.079956 -202.181000 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1120.290039 -603.226990 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1476.189941 -412.714996 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2080.120117 -327.048004 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1573.359985 -1574.880005 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2258.639893 -1258.699951 1767.410034	0.000 0.000 85.000
weapon_zm_revolver	-2506.870117 -1584.089966 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-228.253006 -1520.270020 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-120.564003 21.042400 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-2554.000000 -1603.000000 1759.209961	0.000 0.000 85.000
weapon_zm_revolver	-2406.219971 -506.735992 2135.209961	0.000 0.000 85.000
weapon_zm_revolver	-2430.510010 -416.692993 2035.209961	0.000 0.000 85.000
weapon_zm_revolver	-2465.000000 -385.000000 1383.209961	0.000 0.000 85.000
weapon_zm_revolver	-2286.669922 -1250.790039 1631.209961	0.000 0.000 85.000
weapon_zm_revolver	-2269.250000 -1136.329956 1471.209961	0.000 0.000 85.000
weapon_zm_revolver	-1005.859985 -66.956299 2157.209961	0.000 0.000 85.000
weapon_zm_revolver	-306.070007 -219.505005 1735.209961	0.000 0.000 85.000
weapon_zm_revolver	-1027.339966 -177.975006 1431.209961	0.000 0.000 85.000
weapon_zm_revolver	-260.795013 -810.992004 2119.209961	0.000 0.000 85.000
weapon_zm_revolver	-216.274002 -808.630981 2295.209961	0.000 0.000 85.000
weapon_zm_revolver	-469.005005 -175.167007 1447.209961	0.000 0.000 85.000
weapon_zm_revolver	-586.343994 -331.583008 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1354.079956 -202.181000 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1120.290039 -603.226990 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1476.189941 -412.714996 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2080.120117 -327.048004 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1573.359985 -1574.880005 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2258.639893 -1258.699951 1767.410034	0.000 0.000 85.000
weapon_zm_revolver	-2506.870117 -1584.089966 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-228.253006 -1520.270020 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-120.564003 21.042400 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-2554.000000 -1603.000000 1759.209961	0.000 0.000 85.000
weapon_zm_revolver	-2406.219971 -506.735992 2135.209961	0.000 0.000 85.000
weapon_zm_revolver	-2430.510010 -416.692993 2035.209961	0.000 0.000 85.000
weapon_zm_revolver	-2465.000000 -385.000000 1383.209961	0.000 0.000 85.000
weapon_zm_revolver	-2286.669922 -1250.790039 1631.209961	0.000 0.000 85.000
weapon_zm_revolver	-2269.250000 -1136.329956 1471.209961	0.000 0.000 85.000
weapon_zm_revolver	-1005.859985 -66.956299 2157.209961	0.000 0.000 85.000
weapon_zm_revolver	-306.070007 -219.505005 1735.209961	0.000 0.000 85.000
weapon_zm_revolver	-1027.339966 -177.975006 1431.209961	0.000 0.000 85.000
weapon_zm_revolver	-260.795013 -810.992004 2119.209961	0.000 0.000 85.000
weapon_zm_revolver	-216.274002 -808.630981 2295.209961	0.000 0.000 85.000
weapon_zm_revolver	-469.005005 -175.167007 1447.209961	0.000 0.000 85.000
weapon_zm_revolver	-586.343994 -331.583008 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1354.079956 -202.181000 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1120.290039 -603.226990 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1476.189941 -412.714996 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2080.120117 -327.048004 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-1573.359985 -1574.880005 1351.209961	0.000 0.000 85.000
weapon_zm_revolver	-2258.639893 -1258.699951 1767.410034	0.000 0.000 85.000
weapon_zm_revolver	-2506.870117 -1584.089966 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-228.253006 -1520.270020 2563.209961	0.000 0.000 85.000
weapon_zm_revolver	-120.564003 21.042400 2563.209961	0.000 0.000 85.000
weapon_ttt_glock	-2322.679932 -1151.390015 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-2305.530029 -651.187988 1767.209961	0.000 0.000 85.000
weapon_ttt_glock	-2166.030029 -882.168030 1767.209961	0.000 0.000 0.000
weapon_ttt_glock	-2008.089966 -1170.180054 1608.209961	0.000 0.000 85.000
weapon_ttt_glock	-2469.899902 -317.358002 1383.209961	0.000 0.000 85.000
weapon_ttt_glock	-379.864014 -222.128006 2035.209961	0.000 0.000 85.000
weapon_ttt_glock	-820.328003 -4.860470 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-970.992004 -9.606690 1735.209961	0.000 0.000 0.000
weapon_ttt_glock	-1266.000000 -123.000000 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-378.385010 -120.748001 2279.209961	0.000 0.000 85.000
weapon_ttt_glock	-173.139999 -1099.050049 1975.209961	0.000 0.000 85.000
weapon_ttt_glock	-202.625000 -1201.099976 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-294.907013 -1541.420044 1559.209961	0.000 0.000 0.000
weapon_ttt_glock	-241.518005 -1514.890015 1375.209961	0.000 0.000 85.000
weapon_ttt_glock	-1412.410034 -611.619019 1719.209961	0.000 0.000 0.000
weapon_ttt_glock	-1070.300049 -759.713989 1719.209961	0.000 0.000 85.000
weapon_ttt_glock	-1398.640015 -1069.530029 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-1232.569946 -1278.020020 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-171.839996 -20.224001 1447.410034	0.000 0.000 0.000
weapon_ttt_glock	-2322.679932 -1151.390015 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-2305.530029 -651.187988 1767.209961	0.000 0.000 85.000
weapon_ttt_glock	-2166.030029 -882.168030 1767.209961	0.000 0.000 0.000
weapon_ttt_glock	-2008.089966 -1170.180054 1608.209961	0.000 0.000 85.000
weapon_ttt_glock	-2469.899902 -317.358002 1383.209961	0.000 0.000 85.000
weapon_ttt_glock	-379.864014 -222.128006 2035.209961	0.000 0.000 85.000
weapon_ttt_glock	-820.328003 -4.860470 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-970.992004 -9.606690 1735.209961	0.000 0.000 0.000
weapon_ttt_glock	-1266.000000 -123.000000 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-378.385010 -120.748001 2279.209961	0.000 0.000 85.000
weapon_ttt_glock	-173.139999 -1099.050049 1975.209961	0.000 0.000 85.000
weapon_ttt_glock	-202.625000 -1201.099976 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-294.907013 -1541.420044 1559.209961	0.000 0.000 0.000
weapon_ttt_glock	-241.518005 -1514.890015 1375.209961	0.000 0.000 85.000
weapon_ttt_glock	-1412.410034 -611.619019 1719.209961	0.000 0.000 0.000
weapon_ttt_glock	-1070.300049 -759.713989 1719.209961	0.000 0.000 85.000
weapon_ttt_glock	-1398.640015 -1069.530029 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-1232.569946 -1278.020020 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-171.839996 -20.224001 1447.410034	0.000 0.000 0.000
weapon_ttt_glock	-2322.679932 -1151.390015 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-2305.530029 -651.187988 1767.209961	0.000 0.000 85.000
weapon_ttt_glock	-2166.030029 -882.168030 1767.209961	0.000 0.000 0.000
weapon_ttt_glock	-2008.089966 -1170.180054 1608.209961	0.000 0.000 85.000
weapon_ttt_glock	-2469.899902 -317.358002 1383.209961	0.000 0.000 85.000
weapon_ttt_glock	-379.864014 -222.128006 2035.209961	0.000 0.000 85.000
weapon_ttt_glock	-820.328003 -4.860470 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-970.992004 -9.606690 1735.209961	0.000 0.000 0.000
weapon_ttt_glock	-1266.000000 -123.000000 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-378.385010 -120.748001 2279.209961	0.000 0.000 85.000
weapon_ttt_glock	-173.139999 -1099.050049 1975.209961	0.000 0.000 85.000
weapon_ttt_glock	-202.625000 -1201.099976 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-294.907013 -1541.420044 1559.209961	0.000 0.000 0.000
weapon_ttt_glock	-241.518005 -1514.890015 1375.209961	0.000 0.000 85.000
weapon_ttt_glock	-1412.410034 -611.619019 1719.209961	0.000 0.000 0.000
weapon_ttt_glock	-1070.300049 -759.713989 1719.209961	0.000 0.000 85.000
weapon_ttt_glock	-1398.640015 -1069.530029 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-1232.569946 -1278.020020 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-171.839996 -20.224001 1447.410034	0.000 0.000 0.000
weapon_ttt_glock	-2322.679932 -1151.390015 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-2305.530029 -651.187988 1767.209961	0.000 0.000 85.000
weapon_ttt_glock	-2166.030029 -882.168030 1767.209961	0.000 0.000 0.000
weapon_ttt_glock	-2008.089966 -1170.180054 1608.209961	0.000 0.000 85.000
weapon_ttt_glock	-2469.899902 -317.358002 1383.209961	0.000 0.000 85.000
weapon_ttt_glock	-379.864014 -222.128006 2035.209961	0.000 0.000 85.000
weapon_ttt_glock	-820.328003 -4.860470 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-970.992004 -9.606690 1735.209961	0.000 0.000 0.000
weapon_ttt_glock	-1266.000000 -123.000000 1735.209961	0.000 0.000 85.000
weapon_ttt_glock	-378.385010 -120.748001 2279.209961	0.000 0.000 85.000
weapon_ttt_glock	-173.139999 -1099.050049 1975.209961	0.000 0.000 85.000
weapon_ttt_glock	-202.625000 -1201.099976 2295.209961	0.000 0.000 85.000
weapon_ttt_glock	-294.907013 -1541.420044 1559.209961	0.000 0.000 0.000
weapon_ttt_glock	-241.518005 -1514.890015 1375.209961	0.000 0.000 85.000
weapon_ttt_glock	-1412.410034 -611.619019 1719.209961	0.000 0.000 0.000
weapon_ttt_glock	-1070.300049 -759.713989 1719.209961	0.000 0.000 85.000
weapon_ttt_glock	-1398.640015 -1069.530029 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-1232.569946 -1278.020020 1351.209961	0.000 0.000 85.000
weapon_ttt_glock	-171.839996 -20.224001 1447.410034	0.000 0.000 0.000
weapon_zm_pistol	-2325.030029 -643.950989 2295.209961	0.000 0.000 85.000
weapon_zm_pistol	-2489.270020 -1264.640015 2163.209961	0.000 0.000 85.000
weapon_zm_pistol	-2279.479980 -1136.410034 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2500.330078 -1255.310059 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2495.729980 -1251.140015 1767.209961	0.000 0.000 85.000
weapon_zm_pistol	-2292.929932 -501.992004 2135.209961	0.000 0.000 85.000
weapon_zm_pistol	-2417.330078 -254.335007 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2420.330078 -291.964996 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2467.520020 -507.263000 1383.209961	0.000 0.000 85.000
weapon_zm_pistol	-2515.870117 -55.643902 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1340.630005 -1615.829956 2347.209961	0.000 0.000 85.000
